# CBT player-team season seed generated from OOTP import_export career stats.
# OOTP numeric player ids and team ids are intentionally omitted because they can change per save.
# KBO Futures affiliates are folded into parent KBO club codes; Sangmu is excluded.
player_key,last_name,first_name,team_code,season_count
jeon--000jun,Jeon,Jun-ho,LOT,6
kbo_75853,Jeon,Jun-ho,SAM,1
jun---000joo,Jeon,Jun-ho,SSG,2
kbo_60295,Jeon,Jun-hong,DOO,1
jhun--000jun,Jeon,Jun-pyo,KIW,2
kbo_61600,Jeon,Jun-su,KIA,1
jun---000jun,Jeon,Jun-u,LOT,17
jeon--000mir,Jeon,Mi-reu,LOT,1
jeon--000min,Jeon,Min-jae,DOO,6
jeon--000min,Jeon,Min-jae,LOT,1
jeon--000don,Jeon,Min-su,KIW,2
jeon--000don,Jeon,Min-su,LG,2
jeon--000don,Jeon,Min-su,NC,2
jeon--000don,Jeon,Min-su,kt,4
kbo_69204,Jeon,Ru-geon,DOO,1
kbo_69204,Jeon,Ru-geon,NC,1
jeon--000sa-,Jeon,Sa-min,NC,5
jeon--001san,Jeon,Sang-hyeon,KIA,9
jeon--000san,Jeon,Sang-ryeol,DOO,11
jeon--000san,Jeon,Sang-ryeol,HH,3
jeon--000san,Jeon,Sang-ryeol,SAM,5
kbo_66405,Jeon,Seung-hyeon,SAM,1
jun---000seu,Jeon,Seung-nam,LG,8
jun---000seo,Jeon,Sung-chul,KIA,2
jun---000tae,Jeon,Tae-Geon,LG,1
jun---001tae,Jeon,Tae-hyeon,KIA,5
jeon--000tae,Jeon,Tae-hyeon,KIW,1
jeon--000ui-,Jeon,Ui-san,SSG,4
jeon--000you,Jeon,Yeong-jun,SSG,2
jun---000yeo,Jeon,Yeong-sam,LOT,2
jun---000yon,Jeon,Yong-gwon,LOT,3
jun---000yon,Jeon,Yong-gwon,SAM,4
jeon--000yon,Jeon,Yong-hun,DOO,5
kbo_72560,Jeon,Yong-Jong,LOT,1
jeon--001yon,Jeon,Yong-ju,kt,4
jeon--000seu,Jeon,Yu-su,KIW,2
jeon--000seu,Jeon,Yu-su,SSG,7
jeon--000seu,Jeon,Yu-su,kt,4
ji----000kan,Ji,Gang-hyeok,DOO,1
ji----000kan,Ji,Gang-hyeok,kt,4
kbo_9989,Ji,Hun,SAM,1
jee---000hun,Ji,Hun,SSG,1
chi---000hwa,Ji,Hwa-Dong,HH,5
chi---001hwa,Ji,Hwa-seon,HH,3
chi---000jae,Ji,Jae-ok,KIW,3
ji----000mye,Ji,Myeong-seong,kt,2
chi---000seo,Ji,Seok-hun,KIW,4
chi---000seo,Ji,Seok-hun,NC,9
chi---001seo,Ji,Seong-gyu,HH,3
kbo_61196,Ji,Seung-hwan,LG,1
chi---000seu,Ji,Seung-jun,KIA,2
ji----000seo,Ji,Seung-min,DOO,2
ji----000seo,Ji,Seung-min,HH,3
ji----000seo,Ji,Seung-min,SAM,4
ji----000sun,Ji,Si-wan,HH,6
ji----000sun,Ji,Si-wan,LOT,5
kbo_50207,Ji,Won-geun,DOO,1
ji----000yeo,Ji,Yeon-gyu,HH,12
kbo_67260,Ji,Yun,DOO,2
chi---000yun,Ji,Yun-seok,KIA,1
kbo_4450,Jim,Jim,HH,2
jimene001kel,Jimenez,Kelvin,DOO,1
jimene006lui,Jimenez,Luis,LG,3
jimene004lui,Jimenez,Luis,LOT,1
chin--000don,Jin,Dong-han,SAM,6
jin---000kap,Jin,Gap-yong,DOO,3
jin---000kap,Jin,Gap-yong,SAM,17
chin--000min,Jin,Hae-su,KIA,6
chin--000min,Jin,Hae-su,LG,9
chin--000min,Jin,Hae-su,LOT,2
chin--000min,Jin,Hae-su,SSG,3
jin---000hee,Jin,Hui-seong,SAM,1
kbo_64198,Jin,Jae-hyeok,DOO,2
kbo_64198,Jin,Jae-hyeok,LG,3
chin--001jeo,Jin,Jeong-pil,HH,7
kbo_74456,Jin,Jong-gil,SAM,1
jin---000myu,Jin,Myeong-ho,LOT,11
jin---000pil,Jin,Pil-jung,DOO,8
jin---000pil,Jin,Pil-jung,KIA,1
jin---000pil,Jin,Pil-jung,LG,4
chin--000san,Jin,Sang-Bong,HH,6
jin---000seu,Jin,Seung-hyeon,LOT,3
jin---000woo,Jin,U-yeong,LG,2
jin---000ya-,Jin,Ya-gop,DOO,7
johnso004jer,Johnson,Jeremy,LG,1
johnso008mic,Johnson,Mike,KIA,2
johnso008mic,Johnson,Mike,SSG,1
jokisc001eri,Jokisch,Eric,KIW,5
jokisc001eri,Jokisch,Eric,NC,1
ju----000cha,Joo,Chang-hun,KIA,2
kbo_60694,Joo,Do-Seong,KIA,1
chu---000don,Joo,Dong-sik,KIA,2
kbo_5315,Joo,Dong-uk,SAM,1
joo---000kwa,Joo,Gwon,kt,11
kbo_51468,Joo,Han-ul,SAM,4
choo--000hye,Joo,Hyeon-sang,HH,9
ju----000hye,Joo,Hyeong-gwang,LOT,14
choo--000hyo,Joo,Hyo-sang,KIA,3
choo--000hyo,Joo,Hyo-sang,KIW,5
kbo_73440,Joo,Jae-pil,SAM,1
jung--000son,Joo,Seong-won,KIW,6
kbo_52396,Joo,Seung-bin,KIW,2
ju----000seu,Joo,Seung-u,KIW,4
joo---000yan,Joo,Yang-jun,DOO,1
jose--001dom,Jose,Felix,LOT,4
joseph001tho,Joseph,Tommy,LG,1
jukich001ben,Jukich,Benjamin,LG,3
kbo_54794,Jung,An-seok,HH,2
jeong-000beo,Jung,Beom-mo,HH,10
jeong-000beo,Jung,Beom-mo,NC,5
jeong-001beo,Jung,Beom-su,KIW,1
jung--000bo-,Jung,Bo-geun,LOT,8
jeong-000bo-,Jung,Bo-myeong,LOT,9
chung-000byo,Jung,Byeong-gon,DOO,1
chung-000byo,Jung,Byeong-gon,LG,2
chung-000byo,Jung,Byeong-gon,SAM,3
jeong-000bye,Jung,Byeong-hui,HH,4
jeong-000bye,Jung,Byeong-hui,SSG,1
jeong-000cha,Jung,Chan-heon,KIW,4
jeong-000cha,Jung,Chan-heon,LG,12
kbo_5056,Jung,Chan-Min,DOO,1
jeong-000che,Jung,Cheol-won,DOO,5
jeong-000che,Jung,Cheol-won,LOT,1
kbo_61140,Jung,Da-Huin,LG,3
jeong-000dae,Jung,Dae-hun,HH,8
kbo_51580,Jung,Dae-Hyeok,LOT,2
jung--000dae,Jung,Dae-hyeon,DOO,5
jung--000dae,Jung,Dae-hyeon,KIW,2
chong-000tae,Jung,Dae-hyeon,LOT,6
chong-000tae,Jung,Dae-hyeon,SSG,11
jung--000dae,Jung,Dae-hyeon,kt,3
jeong-001dae,Jung,Dae-seon,LOT,2
kbo_77460,Jung,Dae-Uk,HH,1
kbo_77460,Jung,Dae-Uk,SAM,1
kbo_66208,Jung,Deok-Hyeon,DOO,3
jeong-000don,Jung,Dong-Hae,KIA,1
chung-000don,Jung,Dong-hyeon,KIA,2
jung--000don,Jung,Dong-jun,KIW,1
kbo_68304,Jung,Dong-uk,KIW,1
chung-001don,Jung,Dong-yun,SSG,6
kbo_62425,Jung,Du-san,SAM,5
kbo_64202,Jung,Eun-jae,KIA,1
jung--000eun,Jung,Eun-won,HH,7
jeong-000geu,Jung,Geun-u,HH,6
jeong-000geu,Jung,Geun-u,LG,1
jeong-000geu,Jung,Geun-u,SSG,9
jeong-000gi-,Jung,Gi-chang,HH,2
jeong-000gih,Jung,Gi-hun,DOO,5
jeong-000gih,Jung,Gi-hun,HH,2
kbo_5174,Jung,Gi-tae,LG,1
jung--000kub,Jung,Gu-beom,NC,4
jeong-000gu-,Jung,Gu-seon,LOT,4
jeong-001gu-,Jung,Gu-wang,SAM,1
jeong-000guk,Jung,Guk-Heon,LOT,4
kbo_74412,Jung,Gwang-Seop,SAM,2
chung-000gwa,Jung,Gwang-Un,HH,2
chung-000gwa,Jung,Gwang-Un,SAM,2
chung-000kyo,Jung,Gyeong-bae,SAM,6
chung-000kyo,Jung,Gyeong-bae,SSG,8
jeong-000gye,Jung,Gyeong-hun,HH,5
jeong-000gye,Jung,Gyeong-hun,SAM,5
kbo_70432,Jung,Gyeong-Ju,SAM,1
jeong-000kyu,Jung,Gyeong-un,HH,4
jeong-000gyu,Jung,Gyu-Chang,SSG,1
kbo_64092,Jung,Gyu-sik,LG,1
jung--000hae,Jung,Hae-won,KIA,2
jung--000hai,Jung,Hae-yeong,KIA,6
jeong-000hak,Jung,Hak-su,LOT,2
jeong-001hak,Jung,Hak-su,LOT,6
jeong-000hak,Jung,Hak-su,SAM,1
jeong-000ho-,Jung,Ho-jin,LOT,7
jung--000hoe,Jung,Hoe-Chan,KIW,3
jeong-000hoe,Jung,Hoe-seon,SAM,3
jeong-001hoe,Jung,Hoe-yeol,KIA,8
jeong-001hoe,Jung,Hoe-yeol,SAM,2
jeong-000hon,Jung,Hong-jun,SAM,5
jeong-000hyi,Jung,Hui-sang,HH,4
kbo_5082,Jung,Hui-seok,SAM,1
jung--000hoo,Jung,Hun,LOT,16
jeong-004hye,Jung,Hyeok-Jin,DOO,2
jeong-006hye,Jung,Hyeok-Jin,DOO,1
jeong-006hye,Jung,Hyeok-Jin,LG,2
chung-000hyu,Jung,Hyeon,NC,1
chung-000hyu,Jung,Hyeon,SAM,2
chung-000hyu,Jung,Hyeon,SSG,3
chung-000hyu,Jung,Hyeon,kt,3
jeong-005hye,Jung,Hyeon-bal,SAM,5
jeong-000hyu,Jung,Hyeon-chang,KIA,1
jeong-000hyu,Jung,Hyeon-chang,NC,1
kbo_5373,Jung,Hyeon-Guk,LOT,1
kbo_5373,Jung,Hyeon-Guk,SAM,1
kbo_69305,Jung,Hyeon-min,KIW,3
jeong-000hye,Jung,Hyeon-seok,HH,9
jung--000hye,Jung,Hyeon-seung,SSG,2
jeong-007hye,Jung,Hyeon-su,LOT,2
jeong-001hye,Jung,Hyeon-taek,KIA,1
jeong-001hye,Jung,Hyeon-taek,LG,4
jung--000hyu,Jung,Hyeon-u,KIW,1
kbo_69208,Jung,Hyeon-uk,DOO,2
jeong-002hye,Jung,Hyeon-uk,LG,3
jeong-002hye,Jung,Hyeon-uk,SAM,15
jeong-003hye,Jung,Hyeong-sik,SAM,6
jung--000yi-,Jung,I-hwang,HH,4
jeong-003in-,Jung,In-Gyo,LOT,4
jeong-001in-,Jung,In-seok,DOO,3
jeong-001in-,Jung,In-seok,HH,1
jeong-001in-,Jung,In-seok,LOT,4
jeong-002in-,Jung,In-uk,HH,1
jeong-002in-,Jung,In-uk,SAM,10
jeong-000jae,Jung,Jae-bok,LG,11
kbo_5155,Jung,Jae-cheol,HH,1
jeong-005jae,Jung,Jae-ho,DOO,1
jeong-003jae,Jung,Jae-hun,DOO,6
chung-000jae,Jung,Jae-hun,DOO,13
jeong-002jae,Jung,Jae-hun,LG,2
kbo_5323,Jung,Jae-hun,LOT,1
jeong-003jae,Jung,Jae-hun,LOT,1
chung-000jae,Jung,Jae-hun,LOT,1
kbo_53559,Jung,Jae-hwan,LOT,2
jeong-004jae,Jung,Jae-won,HH,12
kbo_50394,Jung,Jae-won,KIW,3
jeong-004jae,Jung,Jae-won,SSG,2
kbo_64612,Jung,Jeong-hwan,KIA,2
jeong-000jeo,Jung,Jeong-O,SAM,2
jung--000jun,Jung,Jeong-u,kt,2
kbo_54149,Jung,Ji-heon,LG,1
kbo_62941,Jung,Jin,NC,1
jung--000jin,Jung,Jin-Cheol,DOO,2
chung-001jin,Jung,Jin-gi,NC,3
chung-001jin,Jung,Jin-gi,SSG,8
chung-000jin,Jung,Jin-ho,DOO,7
chung-000jin,Jung,Jin-ho,HH,2
jeong-001jin,Jung,Jin-ho,SAM,4
kbo_53004,Jung,Jin-ho,kt,1
jeong-000jin,Jung,Jin-sik,HH,5
jeong-000jin,Jung,Jin-sik,LOT,3
kbo_5364,Jung,Jin-su,DOO,1
kbo_70540,Jung,Jin-su,LOT,3
kbo_50414,Jung,Jin-su,SAM,4
kbo_71757,Jung,Jin-won,HH,2
chung-002jin,Jung,Jin-yong,DOO,4
jeong-001jon,Jung,Jon-Su,SAM,3
jeong-003jon,Jung,Jong-heon,LOT,1
jeong-002jon,Jung,Jong-hyeon,DOO,6
kbo_66564,Jung,Jong-jin,LOT,1
kbo_73232,Jung,Jong-su,DOO,1
kbo_73232,Jung,Jong-su,KIW,1
jung--000da-,Jung,Ju-Hu,SAM,1
jung--000da-,Jung,Ju-Hu,kt,7
jeong-000ju-,Jung,Ju-hyeon,LG,13
kbo_53995,Jung,Ju-yeong,NC,1
kbo_5078,Jung,Ju-Yong,HH,1
jung--000joo,Jung,Jun-hyeok,LOT,5
jeong-001jun,Jung,Jun-jae,SSG,2
jeong-000jun,Jung,Jun-yeong,kt,2
kbo_5363,Jung,Jun-yong,LOT,2
jeong-000min,Jung,Min-cheol,HH,16
jeong-002min,Jung,Min-gyu,HH,3
jeong-001min,Jung,Min-hyeok,HH,6
jeong-003min,Jung,Min-seong,SAM,2
chon--001min,Jung,Min-tae,KIA,1
jung--000min,Jung,Min-u,SAM,3
kbo_68709,Jung,Mun-Geun,HH,2
jeong-001mun,Jung,Mun-seop,LOT,2
kbo_61489,Jung,Myeong-hyeon,SAM,1
kbo_5329,Jung,Nam-Su,LOT,2
jeong-000sam,Jung,Sam-heum,LG,12
jeong-001sam,Jung,Sam-ryong,DOO,3
chung-000san,Jung,Sang-Gyo,KIA,5
jeong-000san,Jung,Sang-ho,DOO,1
jeong-000san,Jung,Sang-ho,LG,4
jeong-000san,Jung,Sang-ho,SSG,13
jeong-001san,Jung,Sang-jin,HH,2
kbo_64500,Jung,Se-hyeon,LOT,1
chung-000sey,Jung,Se-yeong,KIW,1
jeong-004seo,Jung,Seon-du,DOO,2
jung--002sun,Jung,Seon-u,LOT,1
jeong-000sun,Jung,Seong-cheol,KIA,3
chung-000sun,Jung,Seong-gon,SSG,3
chung-000sun,Jung,Seong-gon,kt,6
jeong-001seo,Jung,Seong-hun,DOO,4
jeong-000seo,Jung,Seong-hun,KIA,2
jeong-002seo,Jung,Seong-hun,KIA,5
jeong-002seo,Jung,Seong-hun,KIW,1
jeong-002seo,Jung,Seong-hun,LG,9
jeong-001seo,Jung,Seong-hun,LG,1
jeong-001seo,Jung,Seong-hun,SAM,7
chung-001sun,Jung,Seong-jong,LOT,6
kbo_5327,Jung,Seong-ju,LG,2
jeong-005seo,Jung,Seong-Man,LOT,1
kbo_64992,Jung,Seong-min,NC,3
jeong-006seo,Jung,Seong-Ryong,KIA,3
jeong-006seo,Jung,Seong-Ryong,SAM,8
jeong-003seo,Jung,Seong-yeol,HH,2
jeong-003seo,Jung,Seong-yeol,SAM,2
kbo_63412,Jung,Seung-In,SAM,1
jeong-000soo,Jung,Su-bin,DOO,16
kbo_62041,Jung,Su-Bong,kt,1
chung-000soo,Jung,Su-chan,SSG,2
jeong-002soo,Jung,Su-geun,DOO,9
jeong-002soo,Jung,Su-geun,LOT,6
kbo_63209,Jung,Su-hwan,DOO,2
jung--001su-,Jung,Su-min,NC,4
jung--001su-,Jung,Su-min,SSG,2
jeong-003soo,Jung,Su-seong,KIW,5
jeong-001sun,Jung,Sun-myeong,LG,4
jeong-000tae,Jung,Tae-Gwan,LG,2
kbo_5025,Jung,Tae-Mo,HH,1
jeong-001tae,Jung,Tae-Seung,LOT,8
kbo_5181,Jung,Tae-yeong,SAM,1
jeong-002woo,Jung,U-ju,HH,1
jeong-001woo,Jung,U-jun,LOT,3
jeong-000woo,Jung,U-ram,HH,9
jeong-000woo,Jung,U-ram,SSG,10
kbo_68209,Jung,U-seok,DOO,2
jung--002woo,Jung,U-seong,kt,1
jung--000woo,Jung,U-Yang,SAM,3
jung--001woo,Jung,U-yeong,LG,7
jeong-001ui-,Jung,Ui-Seong,HH,2
kbo_5325,Jung,Ui-Taek,LOT,1
jeong-000ui-,Jung,Ui-yun,LG,9
jeong-000ui-,Jung,Ui-yun,SSG,7
kbo_55011,Jung,Un-gyo,kt,1
jeong-000won,Jung,Won,KIA,8
jeong-001won,Jung,Won-bae,SSG,1
jeong-002won,Jung,Won-seok,DOO,8
jeong-002won,Jung,Won-seok,HH,3
jeong-003won,Jung,Won-uk,LOT,4
kbo_51306,Jung,Yeon-Je,KIW,3
kbo_61793,Jung,Yeon-Tae,HH,1
jeong-002yeo,Jung,Yeong-gi,LG,2
jeong-002yeo,Jung,Yeong-gi,LOT,6
jeong-000yeo,Jung,Yeong-gyu,HH,4
jeong-000yeo,Jung,Yeong-gyu,KIA,1
jeong-000yeo,Jung,Yeong-gyu,LG,3
jeong-000yeo,Jung,Yeong-gyu,SAM,2
jeong-001yeo,Jung,Yeong-hwan,HH,3
jung--002you,Jung,Yeong-il,SSG,6
jung--003you,Jung,Yeong-ung,kt,1
chung-000yon,Jung,Yong-jun,KIW,1
jeong-001yon,Jung,Yong-saeng,SAM,1
jeong-000yon,Jung,Yong-un,KIA,6
jeong-000yon,Jung,Yong-un,LG,2
kbo_64743,Jung,Yu-chan,HH,1
kbo_64087,Jung,Yu-Cheol,HH,1
kbo_52203,Jung,Yu-seok,DOO,1
kbo_67668,Jung,Yun-hwan,KIA,2
kbo_5085,Jung,Yun-Seop,LOT,1
jeong-000yun,Jung,Yun-su,SAM,6
junge-001eri,Junge,Eric,HH,1
jurado000ari,Jurado,Ariel,KIW,2
jurado000ari,Jurado,Ariel,SAM,1
ka----000deu,Ka,Deuk-Yeom,LOT,15
ka----000deu,Ka,Deuk-Yeom,SSG,4
ka----000nae,Ka,Nae-Yeong,KIA,3
ka----000nae,Ka,Nae-Yeong,SSG,2
nitkoc.01,Kadokura,Ken,DOO,1
nitkoc.01,Kadokura,Ken,SAM,1
nitkoc.01,Kadokura,Ken,SSG,2
kam---000bye,Kam,Byeong-hun,SAM,7
kam---000sa-,Kam,Sa-Yong,DOO,1
kang--000bae,Kang,Baek-ho,kt,8
kang--000bon,Kang,Bong-gyu,DOO,6
kang--000bon,Kang,Bong-gyu,SAM,9
kang--001bon,Kang,Bong-su,HH,2
kang--001bon,Kang,Bong-su,LG,4
kang--000bye,Kang,Byeong-gyu,DOO,9
kang--000bye,Kang,Byeong-gyu,SSG,1
kang--004bye,Kang,Byeong-seon,LG,1
kang--001bye,Kang,Byeong-sik,KIW,5
kbo_79720,Kang,Byeong-Su,HH,1
kbo_52659,Kang,Byeong-u,KIA,2
kang--003bye,Kang,Byeong-u,KIW,1
kang--003bye,Kang,Byeong-u,LG,3
kang--003bye,Kang,Byeong-u,NC,2
kang--000byu,Kang,Byeong-Ui,LG,6
kang--000che,Kang,Cheol-min,KIA,5
kang--000che,Kang,Cheol-min,LG,2
kang--001che,Kang,Cheol-won,DOO,4
kbo_9958,Kang,Chun-Gyeong,SAM,2
kang--000dae,Kang,Dae-ho,HH,1
kang--000dae,Kang,Dae-ho,LOT,1
kang--001dae,Kang,Dae-seong,KIA,4
kang--004don,Kang,Dong-ho,LOT,3
kbo_54607,Kang,Dong-hun,KIA,2
kbo_52210,Kang,Dong-hyeong,DOO,3
kang--000don,Kang,Dong-u,DOO,2
kang--000don,Kang,Dong-u,HH,5
kang--000don,Kang,Dong-u,KIA,1
kbo_65518,Kang,Dong-u,LOT,1
kbo_9962,Kang,Dong-u,LOT,1
kang--000don,Kang,Dong-u,SAM,7
kang--001don,Kang,Dong-yeon,DOO,8
kang--001don,Kang,Dong-yeon,NC,3
kang--000du-,Kang,Du-Gon,SAM,4
kang--000geo,Kang,Geon,kt,3
kang--000gi-,Kang,Gi-ung,SAM,8
kang--000gil,Kang,Gil-yong,DOO,6
kbo_62917,Kang,Gu-Seong,NC,5
kang--000gwa,Kang,Gwan-Sik,DOO,1
kang--000gui,Kang,Gwi-tae,KIA,1
kang--000gui,Kang,Gwi-tae,KIW,5
kang--002kye,Kang,Gyeong-hak,HH,9
kang--002kye,Kang,Gyeong-hak,KIA,2
kbo_5058,Kang,Gyeong-jin,LOT,1
kbo_64573,Kang,Gyeong-Seon,LOT,1
kang--000gyu,Kang,Gyu-cheol,DOO,5
kang--001gyu,Kang,Gyu-seong,DOO,3
kbo_63607,Kang,Ha-Seung,KIA,1
kang--000han,Kang,Han-ul,KIA,3
kang--000han,Kang,Han-ul,SAM,8
kang--000hyi,Kang,Hui-seok,SSG,2
gang--000hyi,Kang,Hui-seong,SAM,3
kbo_62296,Kang,Hwa-Yeong,DOO,2
kbo_64063,Kang,Hye-seong,kt,2
gang--000hye,Kang,Hyeok,DOO,2
gang--000hye,Kang,Hyeok,SSG,5
kang--000hye,Kang,Hyeon-cheol,LOT,4
kang--000hyu,Kang,Hyeon-gu,DOO,4
kbo_5163,Kang,Hyeon-Seong,SAM,1
kang--002hye,Kang,Hyeon-u,kt,4
kbo_9957,Kang,Hyeong-Ju,LG,3
kang--001hye,Kang,Hyeong-seok,DOO,7
kang--001hyo,Kang,Hyo-jong,LG,4
yang--000yi-,Kang,I-jun,KIA,7
gang--000in-,Kang,In-gwon,DOO,5
gang--000in-,Kang,In-gwon,HH,7
kang--000jae,Kang,Jae-min,HH,5
kang--000jan,Kang,Jang-san,NC,4
kang--000jan,Kang,Jang-san,kt,2
kang--001jeo,Kang,Jeong-gil,HH,11
kbo_5248,Kang,Jeong-Hak,LG,1
kang--000jeo,Kang,Jeong-ho,KIW,7
kang--001jun,Kang,Jeong-hyeon,LG,2
kang--002jeo,Kang,Jeong-Nam,KIA,1
kang--000chi,Kang,Ji-gwang,KIW,4
kang--000chi,Kang,Ji-gwang,LG,2
kang--000chi,Kang,Ji-gwang,SSG,4
kang--000jin,Kang,Jin-gyu,LG,2
kang--000jin,Kang,Jin-gyu,LOT,1
kbo_5142,Kang,Jin-hyeok,HH,1
kang--001jin,Kang,Jin-seong,DOO,2
kang--001jin,Kang,Jin-seong,KIW,1
kang--001jin,Kang,Jin-seong,NC,7
kang--001jin,Kang,Jin-seong,SSG,2
kang--000jon,Kang,Jong-Pil,SAM,5
kang--000jun,Kang,Jun-gi,LG,2
kang--002jun,Kang,Jun-seo,SAM,2
kbo_52895,Kang,Mae-Seong,SSG,2
kang--000man,Kang,Man-sik,HH,2
kang--000man,Kang,Man-sik,KIA,5
kang--000man,Kang,Man-sik,SAM,1
kbo_50105,Kang,Min,LG,3
kang--008min,Kang,Min-gi,LOT,4
kang--004min,Kang,Min-guk,KIW,1
kang--004min,Kang,Min-guk,NC,4
kang--004min,Kang,Min-guk,kt,3
kang--000min,Kang,Min-gyu,LG,1
kang--011min,Kang,Min-gyun,LG,2
kang--001min,Kang,Min-ho,LOT,14
kang--001min,Kang,Min-ho,SAM,8
kbo_54613,Kang,Min-je,KIA,2
kbo_69585,Kang,Min-seong,LOT,1
kang--010min,Kang,Min-seong,SAM,1
kang--009min,Kang,Min-seong,kt,5
kbo_50637,Kang,Min-su,KIA,1
kang--002min,Kang,Min-yeong,LOT,5
kbo_77692,Kang,Myeong-gu,KIA,1
gang--000mye,Kang,Myeong-gu,SAM,10
kbo_68702,Kang,Myeong-jun,HH,1
kbo_78442,Kang,Myeong-su,SAM,1
kang--000pil,Kang,Pil-seon,LG,1
kang--000pil,Kang,Pil-seon,LOT,1
kbo_65515,Kang,Ro-han,LOT,4
kbo_52207,Kang,San,DOO,1
kang--001san,Kang,Sang-jin,KIA,3
gang--000san,Kang,Sang-su,LG,1
gang--000san,Kang,Sang-su,LOT,12
kang--000san,Kang,Sang-won,HH,6
kang--002seo,Kang,Seok-cheon,HH,15
kbo_54104,Kang,Seok-hyeon,LG,1
kbo_79901,Kang,Seong-min,HH,1
kang--004seo,Kang,Seong-u,LOT,1
kang--003seo,Kang,Seong-u,LOT,9
kang--003seo,Kang,Seong-u,SSG,5
kang--001seu,Kang,Seung-gu,LOT,2
kang--000seu,Kang,Seung-ho,DOO,5
kang--000seu,Kang,Seung-ho,LG,4
kang--000seu,Kang,Seung-ho,SSG,2
kbo_66023,Kang,Seung-hun,kt,4
kang--001seo,Kang,Seung-hyeon,HH,2
kang--001seo,Kang,Seung-hyeon,LOT,7
kang--000sin,Kang,Sin-Chang,DOO,2
kang--002tae,Kang,Tae-gyeong,NC,5
kbo_54268,Kang,Tae-wan,DOO,1
kang--000tae,Kang,Tae-won,KIA,13
kang--001tae,Kang,Tae-yoon,SAM,3
kang--003don,Kang,Tae-yul,LOT,9
kbo_63414,Kang,Won-hyeong,SAM,1
kbo_51297,Kang,Won-jin,DOO,2
kang--001you,Kang,Yeong-sik,KIA,1
kang--001you,Kang,Yeong-sik,LOT,11
kang--001you,Kang,Yeong-sik,SAM,6
kang--000yeo,Kang,Yeong-su,DOO,1
kang--001yeo,Kang,Yeong-su,DOO,4
kang--001yeo,Kang,Yeong-su,SAM,2
kbo_5243,Kang,Yong-ju,DOO,1
gang--000yu-,Kang,Yu-Sam,SAM,3
kang--000yoo,Kang,Yun-gu,KIW,7
kang--000yoo,Kang,Yun-gu,LOT,2
kang--000yoo,Kang,Yun-gu,NC,5
shiota001kaz,Kazuhiko,Shiotani,SSG,1
kelly-001cas,Kelly,Casey,LG,6
kelly-003ken,Kelly,Merrill,SSG,4
keppen001jef,Keppen,Jeff,LG,1
kbo_54510,Ki,Min-seong,LOT,1
ki----000se-,Ki,Se-bong,DOO,1
kiefer001mar,Kiefer,Mark,DOO,2
kiefer001mar,Kiefer,Mark,KIA,2
kim---000ba-,Kim,Ba-wi,LG,3
kim---000bae,Kim,Baek-Man,HH,7
kim---001bae,Kim,Baek-san,SAM,1
kbo_50013,Kim,Beom,kt,1
kim---001bum,Kim,Beom-jun,NC,1
kim---001beo,Kim,Beom-jun,NC,5
kim---000beo,Kim,Beom-seok,LG,3
kbo_75560,Kim,Beom-seok,LOT,1
kim---000bum,Kim,Beom-su,HH,11
kbo_9971,Kim,Beom-su,SAM,1
kim---000bo-,Kim,Bo-seon,DOO,3
kim---000bon,Kim,Bong-geun,LG,2
kim---001bon,Kim,Bong-Gi,LG,6
kbo_5066,Kim,Bong-jae,LG,1
kbo_9932,Kim,Bong-su,DOO,1
kim---002bon,Kim,Bong-yeon,KIA,7
kim---003bon,Kim,Bong-yeong,KIA,5
kim---001bye,Kim,Byeong-du,KIA,2
kim---006bye,Kim,Byeong-Geun,HH,2
kim---002byu,Kim,Byeong-hui,kt,8
kim---007bye,Kim,Byeong-hwi,KIW,5
kim---001byu,Kim,Byeong-hyeon,KIA,2
kim---001byu,Kim,Byeong-hyeon,KIW,2
kbo_67907,Kim,Byeong-Jae,NC,1
kim---003bye,Kim,Byeong-jo,KIA,6
kim---002bye,Kim,Byeong-jun,HH,4
kim---008bye,Kim,Byeong-jun,kt,4
kim---005bye,Kim,Byeong-Seung,HH,1
kim---004bye,Kim,Byung-soo,LOT,2
kbo_66701,Kim,Chan-Gyun,HH,2
kim---006cha,Kim,Chan-ho,SSG,3
kim---007cha,Kim,Chan-hyeong,NC,6
kim---007cha,Kim,Chan-hyeong,SSG,4
kbo_52661,Kim,Chan-Min,KIA,3
kim---003cha,Kim,Chang-gi,LOT,1
kbo_67003,Kim,Chang-Gwon,kt,1
kim---000cha,Kim,Chang-hui,DOO,3
kim---000cha,Kim,Chang-hui,KIA,6
kim---000cha,Kim,Chang-hui,SAM,4
kim---001cha,Kim,Chang-hun,DOO,5
kim---001cha,Kim,Chang-hun,HH,3
kbo_9981,Kim,Chang-hun,LG,1
kim---010cha,Kim,Chang-hun,LOT,3
kim---008cha,Kim,Chang-Hyeok,HH,3
kim---008cha,Kim,Chang-Hyeok,LG,6
kbo_9994,Kim,Chang-Hyeok,LG,1
kim---009cha,Kim,Chang-pyeong,SSG,5
kbo_5224,Kim,Chang-su,KIA,1
kbo_5291,Kim,Chang-Yeong,LOT,1
kbo_69628,Kim,Chang-yong,KIA,3
kim---001che,Kim,Cheol-ho,NC,4
kim---001che,Kim,Cheol-ho,kt,2
kim---000che,Kim,Cheong-Su,LOT,6
kim---000chu,Kim,Chung-min,HH,3
